date,first,second,immunity,daily,ivvpredicteddaily,ivvfirstEstimate,ivvsecondEstimate,ivvimmunityEstimate,vpredicteddaily,vfirstEstimate,vsecondEstimate,vimmunityEstimate,vvpredicteddaily,vvfirstestimate,vvsecondEstimate,vvimmunityEstimate,vipredicteddaily,vifirstEstimate,visecondEstimate,viimmunityEstimate,vivpredicteddaily,vivfirstEstimate,vivsecondEstimate,vivimmunityEstimate,viipredicteddaily,viifirstEstimate,viisecondEstimate,viiimmunityEstimate,viivpredicteddaily,viivfirstEstimate,viivsecondEstimate,viivimmunityEstimate,viiipredicteddaily,viiifirstEstimate,viiisecondEstimate,viiiimmunityEstimate,gonetofour,gfivetonine,galladults
20/08/2021,0,0,#N/A,#N/A,450000,52800000,49972214,47693116,500000,52800000,52447593,49701380,550000,52800000,52800000,49837265,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
21/08/2021,0,0,#N/A,#N/A,450000,52800000,50392214,48092116,500000,52800000,52800000,49722380,550000,52800000,52800000,49837265,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
22/08/2021,0,0,#N/A,#N/A,450000,52800000,50812214,48491116,500000,52800000,52800000,49743380,550000,52800000,52800000,49858265,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
23/08/2021,0,0,#N/A,#N/A,450000,52800000,51232214,48890116,500000,52800000,52800000,49764380,550000,52800000,52800000,49879265,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
24/08/2021,0,0,#N/A,#N/A,450000,52800000,51652214,49289116,500000,52800000,52800000,49785380,550000,52800000,52800000,49900265,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
25/08/2021,0,0,#N/A,#N/A,450000,52800000,52072214,49682611,500000,52800000,52800000,49806380,550000,52800000,52800000,49921265,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
26/08/2021,0,0,#N/A,#N/A,450000,52800000,52492214,49703611,500000,52800000,52800000,49827380,550000,52800000,52800000,49942265,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
27/08/2021,0,0,#N/A,#N/A,450000,52800000,52800000,49724611,500000,52800000,52800000,49848380,550000,52800000,52800000,49963265,600000,52800000,52800000,50074394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
28/08/2021,0,0,#N/A,#N/A,450000,52800000,52800000,49745611,500000,52800000,52800000,49869380,550000,52800000,52800000,49984265,600000,52800000,52800000,50095394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
29/08/2021,0,0,#N/A,#N/A,450000,52800000,52800000,49766611,500000,52800000,52800000,49890380,550000,52800000,52800000,50005265,600000,52800000,52800000,50116394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
30/08/2021,0,0,#N/A,#N/A,450000,52800000,52800000,49787611,500000,52800000,52800000,49911380,550000,52800000,52800000,50026265,600000,52800000,52800000,50137394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
31/08/2021,0,0,#N/A,#N/A,450000,52800000,52800000,49808611,500000,52800000,52800000,49932380,550000,52800000,52800000,50047265,600000,52800000,52800000,50158394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
01/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,49829611,500000,52800000,52800000,49953380,550000,52800000,52800000,50068265,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
02/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,49850611,500000,52800000,52800000,49974380,550000,52800000,52800000,50089265,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
03/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,49871611,500000,52800000,52800000,49995380,550000,52800000,52800000,50110265,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
04/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,49892611,500000,52800000,52800000,50016380,550000,52800000,52800000,50131265,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
05/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,49913611,500000,52800000,52800000,50037380,550000,52800000,52800000,50152265,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
06/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,49934611,500000,52800000,52800000,50058380,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
07/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,49955611,500000,52800000,52800000,50079380,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
08/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,49976611,500000,52800000,52800000,50100380,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
09/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,49997611,500000,52800000,52800000,50121380,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
10/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50018611,500000,52800000,52800000,50142380,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
11/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50039611,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
12/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50060611,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
13/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50081611,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
14/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50102611,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
15/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50123611,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
16/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50144611,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
17/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
18/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
19/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
20/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
21/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
22/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
23/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
24/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
25/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
26/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
27/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
28/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
29/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
30/09/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
01/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
02/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
03/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
04/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
05/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
06/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
07/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
08/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
09/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
10/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
11/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
12/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
13/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
14/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
15/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
16/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
17/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
18/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
19/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
20/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
21/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
22/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
23/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
24/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
25/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
26/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
27/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
28/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
29/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
30/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
31/10/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
01/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
02/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
03/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
04/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
05/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
06/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
07/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
08/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
09/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
10/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
11/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
12/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
13/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
14/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
15/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
16/11/2021,0,0,#N/A,#N/A,450000,52800000,52800000,50160000,500000,52800000,52800000,50160000,550000,52800000,52800000,50160000,600000,52800000,52800000,50160000,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
