date,first,second,immunity,daily,ivvpredicteddaily,ivvfirstEstimate,ivvsecondEstimate,ivvimmunityEstimate,vpredicteddaily,vfirstEstimate,vsecondEstimate,vimmunityEstimate,vvpredicteddaily,vvfirstestimate,vvsecondEstimate,vvimmunityEstimate,vipredicteddaily,vifirstEstimate,visecondEstimate,viimmunityEstimate,vivpredicteddaily,vivfirstEstimate,vivsecondEstimate,vivimmunityEstimate,viipredicteddaily,viifirstEstimate,viisecondEstimate,viiimmunityEstimate,viivpredicteddaily,viivfirstEstimate,viivsecondEstimate,viivimmunityEstimate,viiipredicteddaily,viiifirstEstimate,viiisecondEstimate,viiiimmunityEstimate,gonetofour,gfivetonine,galladults
23/05/2021,0,0,#N/A,#N/A,450000,38503643,21093626,34682637,500000,42659500,21343904,37703158,550000,46470277,21343904,40187857,600000,49673869,21343904,42126090,650000,52270277,21343904,43517858,700000,52800000,21343904,44363159,750000,52800000,21343904,44661995,800000,52800000,21343904,44662231,14600000,31800000,52800000
24/05/2021,0,0,#N/A,#N/A,450000,38514705,21532564,34788029,500000,42671213,21832191,37853550,550000,46531990,21832191,40383249,600000,49785582,21832191,42366482,650000,52431990,21832191,43803250,700000,52800000,21832191,44693551,750000,52800000,21832191,45037387,800000,52800000,21832191,45041565,14600000,31800000,52800000
25/05/2021,0,0,#N/A,#N/A,450000,38525767,21971502,34842989,500000,42682275,22321129,37953510,550000,46589688,22324492,40528209,600000,49893280,22324492,42556442,650000,52589689,22324492,44038210,700000,52800000,22324492,44973511,750000,52800000,22324492,45362347,800000,52800000,22324492,45374171,14600000,31800000,52800000
26/05/2021,0,0,#N/A,#N/A,450000,38536828,22410441,34864800,500000,42693337,22810067,38020322,550000,46643372,22820808,40640021,600000,49996965,22820808,42713254,650000,52743373,22820808,44240021,700000,52800000,22820808,45220323,750000,52800000,22820808,45654159,800000,52800000,22820808,45677334,14600000,31800000,52800000
27/05/2021,0,0,#N/A,#N/A,450000,38547890,22849379,34842152,500000,42704399,23299005,38042673,550000,46693042,23321138,40707372,600000,50096634,23321138,42825605,650000,52800000,23321138,44397372,700000,52800000,23321138,45422674,750000,52800000,23321138,45901510,800000,52800000,23321138,45939742,14600000,31800000,52800000
28/05/2021,0,0,#N/A,#N/A,450000,38558952,23288317,34784239,500000,42715461,23787943,38029761,550000,46738698,23825483,40739459,600000,50192290,23825483,42902693,650000,52800000,23825483,44519460,700000,52800000,23825483,45589762,750000,52800000,23825483,46113597,800000,52800000,23825483,46170591,14600000,31800000,52800000
29/05/2021,0,0,#N/A,#N/A,450000,38570014,23727255,34759681,500000,42726522,24276881,38050203,550000,46780339,24333842,40804902,600000,50283931,24333842,43013135,650000,52800000,24333842,44674902,700000,52800000,24333842,45790204,750000,52800000,24333842,46359040,800000,52800000,24333842,46438500,14600000,31800000,52800000
30/05/2021,0,0,#N/A,#N/A,450000,38581076,24166193,34962414,500000,42737584,24765820,38297935,550000,46817966,24846215,41097634,600000,50371558,24846215,43350867,650000,52800000,24846215,45057635,700000,52800000,24846215,46217936,750000,52800000,24846215,46831772,800000,52800000,24846215,46937404,14600000,31800000,52800000
31/05/2021,0,0,#N/A,#N/A,450000,38592138,24605131,35132851,500000,42748646,25254758,38513373,550000,46851578,25362602,41358071,600000,50455171,25362602,43656305,650000,52800000,25362602,45408072,700000,52800000,25362602,46613374,750000,52800000,25362602,47272209,800000,52800000,25362602,47407718,14600000,31800000,52800000
01/06/2021,0,0,#N/A,#N/A,450000,38603200,25044069,35227716,500000,42759708,25743696,38653237,550000,46881176,25883004,41542936,600000,50534769,25883004,43886169,650000,52800000,25883004,45682937,700000,52800000,25883004,46933238,750000,52800000,25883004,47637074,800000,52800000,25883004,47806165,14600000,31800000,52800000
02/06/2021,0,0,#N/A,#N/A,450000,38614261,25483008,35222922,500000,42770770,26232634,38693444,550000,46906760,26407420,41628143,600000,50610353,26407420,44016376,650000,52800000,26407420,45858143,700000,52800000,26407420,47153445,750000,52800000,26407420,47902281,800000,52800000,26407420,48108659,14600000,31800000,52800000
03/06/2021,0,0,#N/A,#N/A,450000,38625323,25921946,35243337,500000,42781832,26721572,38758858,550000,46928330,26935851,41738557,600000,50681922,26935851,44171790,650000,52800000,26935851,46058557,700000,52800000,26935851,47398859,750000,52800000,26935851,48192695,800000,52800000,26935851,48363777,14600000,31800000,52800000
04/06/2021,0,0,#N/A,#N/A,450000,38636385,26360884,35332216,500000,42792894,27210510,38892738,550000,46945885,27468295,41917437,600000,50749478,27468295,44395670,650000,52800000,27468295,46327437,700000,52800000,27468295,47712739,750000,52800000,27468295,48382372,800000,52800000,27468295,48382372,14600000,31800000,52800000
05/06/2021,0,0,#N/A,#N/A,450000,38647447,26799822,35452739,500000,42803955,27699448,39058261,550000,46959426,28004754,42127960,600000,50813019,28004754,44651193,650000,52800000,28004754,46627960,700000,52800000,28004754,48058262,750000,52800000,28004754,48399106,800000,52800000,28004754,48399106,14600000,31800000,52800000
06/06/2021,0,0,#N/A,#N/A,450000,38658509,27238760,35484642,500000,42815017,28188387,39120514,550000,46968953,28545228,42235213,600000,50872545,28545228,44803446,650000,52800000,28545228,46825213,700000,52800000,28545228,48300515,750000,52800000,28545228,48421915,800000,52800000,28545228,48421915,14600000,31800000,52800000
07/06/2021,0,0,#N/A,#N/A,450000,38669571,27677698,35516544,500000,42826079,28677325,39179355,550000,46974465,29089715,42339054,600000,50928057,29089715,44952287,650000,52800000,29089715,47019054,700000,52800000,29089715,48444924,750000,52800000,29089715,48444924,800000,52800000,29089715,48444924,14600000,31800000,52800000
08/06/2021,0,0,#N/A,#N/A,450000,38680633,28116636,35548447,500000,42837141,29166263,39234784,550000,46975963,29638217,42439483,600000,50979556,29638217,45097716,650000,52800000,29638217,47209483,700000,52800000,29638217,48468134,750000,52800000,29638217,48468134,800000,52800000,29638217,48468134,14600000,31800000,52800000
09/06/2021,0,0,#N/A,#N/A,450000,38691694,28555575,35580350,500000,42848203,29655201,39286800,550000,46987025,30177155,42536499,600000,51027039,30190734,45239732,650000,52800000,30190734,47396500,700000,52800000,30190734,48491545,750000,52800000,30190734,48491545,800000,52800000,30190734,48491545,14600000,31800000,52800000
10/06/2021,0,0,#N/A,#N/A,450000,38702756,28994513,35612252,500000,42859265,30144139,39335405,550000,46998087,30716094,42630104,600000,51070509,30747264,45378337,650000,52800000,30747264,47580104,700000,52800000,30747264,48515156,750000,52800000,30747264,48515156,800000,52800000,30747264,48515156,14600000,31800000,52800000
11/06/2021,0,0,#N/A,#N/A,450000,38713818,29433451,35644155,500000,42870327,30633077,39380597,550000,47009149,31255032,42720296,600000,51109964,31307809,45513529,650000,52800000,31307809,47760297,700000,52800000,31307809,48538969,750000,52800000,31307809,48538969,800000,52800000,31307809,48538969,14600000,31800000,52800000
12/06/2021,0,0,#N/A,#N/A,450000,38724880,29872389,35676057,500000,42881388,31122015,39422378,550000,47020211,31793970,42807076,600000,51145404,31872368,45645309,650000,52800000,31872368,47937077,700000,52800000,31872368,48562982,750000,52800000,31872368,48562982,800000,52800000,31872368,48562982,14600000,31800000,52800000
13/06/2021,0,0,#N/A,#N/A,450000,38735942,30311327,35707960,500000,42892450,31610954,39460746,550000,47031272,32332908,42890444,600000,51176831,32440942,45773678,650000,52800000,32440942,48110445,700000,52800000,32440942,48587195,750000,52800000,32440942,48587195,800000,52800000,32440942,48587195,14600000,31800000,52800000
14/06/2021,0,0,#N/A,#N/A,450000,38747004,30750265,35739862,500000,42903512,32099892,39495701,550000,47042334,32871846,42970400,600000,51204243,33013530,45898633,650000,52800000,33013530,48280401,700000,52800000,33013530,48611610,750000,52800000,33013530,48611610,800000,52800000,33013530,48611610,14600000,31800000,52800000
15/06/2021,0,0,#N/A,#N/A,450000,38758066,31189203,35771765,500000,42914574,32588830,39530104,550000,47053396,33410784,43046944,600000,51227641,33590132,46020177,650000,52800000,33590132,48446944,700000,52800000,33590132,48636225,750000,52800000,33590132,48636225,800000,52800000,33590132,48636225,14600000,31800000,52800000
16/06/2021,0,0,#N/A,#N/A,450000,38769127,31628142,35803668,500000,42925636,33077768,39564507,550000,47064458,33949722,43120075,600000,51247024,34170748,46138309,650000,52800000,34170748,48610076,700000,52800000,34170748,48661040,750000,52800000,34170748,48661040,800000,52800000,34170748,48661040,14600000,31800000,52800000
17/06/2021,0,0,#N/A,#N/A,450000,38780189,32067080,35835570,500000,42936698,33566706,39598909,550000,47075520,34488661,43189795,600000,51262393,34755379,46253028,650000,52800000,34755379,48686057,700000,52800000,34755379,48686057,750000,52800000,34755379,48686057,800000,52800000,34755379,48686057,14600000,31800000,52800000
18/06/2021,0,0,#N/A,#N/A,450000,38791251,32506018,35867473,500000,42947760,34055644,39633312,550000,47086582,35027599,43256102,600000,51273748,35344024,46364335,650000,52800000,35344024,48711274,700000,52800000,35344024,48711274,750000,52800000,35344024,48711274,800000,52800000,35344024,48711274,14600000,31800000,52800000
19/06/2021,0,0,#N/A,#N/A,450000,38802313,32944956,35899375,500000,42958821,34544582,39667714,550000,47097644,35566537,43318997,600000,51281089,35936684,46472230,650000,52800000,35936684,48736692,700000,52800000,35936684,48736692,750000,52800000,35936684,48736692,800000,52800000,35936684,48736692,14600000,31800000,52800000
20/06/2021,0,0,#N/A,#N/A,450000,38813375,33383894,35931278,500000,42969883,35033521,39702117,550000,47108705,36105475,43378480,600000,51284415,36533358,46576713,650000,52800000,36533358,48762311,700000,52800000,36533358,48762311,750000,52800000,36533358,48762311,800000,52800000,36533358,48762311,14600000,31800000,52800000
21/06/2021,0,0,#N/A,#N/A,450000,38824437,33822832,35963181,500000,42980945,35522459,39736519,550000,47119767,36644413,43434550,600000,51295477,37122296,46677784,650000,52800000,37134046,48788130,700000,52800000,37134046,48788130,750000,52800000,37134046,48788130,800000,52800000,37134046,48788130,14600000,31800000,52800000
22/06/2021,0,0,#N/A,#N/A,450000,38835499,34261770,35995083,500000,42992007,36011397,39770922,550000,47130829,37183351,43487209,600000,51306539,37711234,46775442,650000,52800000,37738748,48814150,700000,52800000,37738748,48814150,750000,52800000,37738748,48814150,800000,52800000,37738748,48814150,14600000,31800000,52800000
23/06/2021,0,0,#N/A,#N/A,450000,38846560,34700709,36026986,500000,43003069,36500335,39805325,550000,47141891,37722289,43536455,600000,51317601,38300172,46869688,650000,52800000,38347465,48840371,700000,52800000,38347465,48840371,750000,52800000,38347465,48840371,800000,52800000,38347465,48840371,14600000,31800000,52800000
24/06/2021,0,0,#N/A,#N/A,450000,38857622,35139647,36058888,500000,43014131,36989273,39839727,550000,47152953,38261228,43582289,600000,51328663,38889110,46960523,650000,52800000,38960196,48866793,700000,52800000,38960196,48866793,750000,52800000,38960196,48866793,800000,52800000,38960196,48866793,14600000,31800000,52800000
25/06/2021,0,0,#N/A,#N/A,450000,38868684,35578585,36090791,500000,43025193,37478211,39874130,550000,47164015,38800166,43624711,600000,51339724,39478048,47047945,650000,52800000,39576941,48893415,700000,52800000,39576941,48893415,750000,52800000,39576941,48893415,800000,52800000,39576941,48893415,14600000,31800000,52800000
26/06/2021,0,0,#N/A,#N/A,450000,38879746,36017523,36122693,500000,43036254,37967149,39908532,550000,47175077,39339104,43663721,600000,51350786,40066987,47131954,650000,52800000,40197701,48920238,700000,52800000,40197701,48920238,750000,52800000,40197701,48920238,800000,52800000,40197701,48920238,14600000,31800000,52800000
27/06/2021,0,0,#N/A,#N/A,450000,38890808,36456461,36154596,500000,43047316,38456088,39942935,550000,47186138,39878042,43699319,600000,51361848,40655925,47212552,650000,52800000,40822475,48947261,700000,52800000,40822475,48947261,750000,52800000,40822475,48947261,800000,52800000,40822475,48947261,14600000,31800000,52800000
28/06/2021,0,0,#N/A,#N/A,450000,38901870,36895399,36186499,500000,43058378,38945026,39977338,550000,47197200,40416980,43731504,600000,51372910,41244863,47289738,650000,52800000,41451263,48974486,700000,52800000,41451263,48974486,750000,52800000,41451263,48974486,800000,52800000,41451263,48974486,14600000,31800000,52800000
29/06/2021,0,0,#N/A,#N/A,450000,38912932,37334337,36218401,500000,43069440,39433964,40011740,550000,47208262,40955918,43760278,600000,51383972,41833801,47363511,650000,52800000,42084066,49001911,700000,52800000,42084066,49001911,750000,52800000,42084066,49001911,800000,52800000,42084066,49001911,14600000,31800000,52800000
30/06/2021,0,0,#N/A,#N/A,450000,38923993,37773276,36250304,500000,43080502,39922902,40046143,550000,47219324,41494856,43797180,600000,51395034,42422739,47433872,650000,52800000,42720883,49029537,700000,52800000,42720883,49029537,750000,52800000,42720883,49029537,800000,52800000,42720883,49029537,14600000,31800000,52800000
01/07/2021,0,0,#N/A,#N/A,450000,38935055,38212214,36282206,500000,43091564,40411840,40080545,550000,47230386,42033795,43834083,600000,51406096,43011677,47500821,650000,52800000,43361714,49057363,700000,52800000,43361714,49057363,750000,52800000,43361714,49057363,800000,52800000,43361714,49057363,14600000,31800000,52800000
02/07/2021,0,0,#N/A,#N/A,450000,38946117,38212214,36314109,500000,43102626,40900778,40114948,550000,47241448,42572733,43870985,600000,51417157,43600615,47564358,650000,52800000,44006560,49085390,700000,52800000,44006560,49085390,750000,52800000,44006560,49085390,800000,52800000,44006560,49085390,14600000,31800000,52800000
03/07/2021,0,0,#N/A,#N/A,450000,39366117,38212214,36346011,500000,43113687,41389716,40149350,550000,47252510,43111671,43907888,600000,51428219,44189554,47624482,650000,52800000,44655420,49113618,700000,52800000,44655420,49113618,750000,52800000,44655420,49113618,800000,52800000,44655420,49113618,14600000,31800000,52800000
04/07/2021,0,0,#N/A,#N/A,450000,39786117,38212214,36377914,500000,43124749,41878655,40183753,550000,47263571,43650609,43944791,600000,51439281,44778492,47681195,650000,52800000,45294358,49142047,700000,52800000,45308294,49142047,750000,52800000,45308294,49142047,800000,52800000,45308294,49142047,14600000,31800000,52800000
05/07/2021,0,0,#N/A,#N/A,450000,40206117,38212214,36409817,500000,43135811,42367593,40218156,550000,47274633,44189547,43981693,600000,51450343,45367430,47734495,650000,52800000,45933296,49170676,700000,52800000,45965182,49170676,750000,52800000,45965182,49170676,800000,52800000,45965182,49170676,14600000,31800000,52800000
06/07/2021,0,0,#N/A,#N/A,450000,40626117,38212214,36441719,500000,43146873,42367593,40252558,550000,47285695,44728485,44018596,600000,51461405,45956368,47784383,650000,52800000,46572234,49199507,700000,52800000,46626085,49199507,750000,52800000,46626085,49199507,800000,52800000,46626085,49199507,14600000,31800000,52800000
07/07/2021,0,0,#N/A,#N/A,450000,41046117,38212214,36473622,500000,43566873,42367593,40286961,550000,47296757,45267423,44055498,600000,51472467,46545306,47830859,650000,52800000,47211172,49228537,700000,52800000,47291002,49228537,750000,52800000,47291002,49228537,800000,52800000,47291002,49228537,14600000,31800000,52800000
08/07/2021,0,0,#N/A,#N/A,450000,41466117,38212214,36505524,500000,43986873,42367593,40321363,550000,47307819,45806362,44092401,600000,51483529,47134244,47873923,650000,52800000,47850110,49257769,700000,52800000,47959934,49257769,750000,52800000,47959934,49257769,800000,52800000,47959934,49257769,14600000,31800000,52800000
09/07/2021,0,0,#N/A,#N/A,450000,41886117,38212214,36537427,500000,44406873,42367593,40355766,550000,47318881,46345300,44129304,600000,51494590,47723182,47913575,650000,52800000,48489048,49287201,700000,52800000,48632880,49287201,750000,52800000,48632880,49287201,800000,52800000,48632880,49287201,14600000,31800000,52800000
10/07/2021,0,0,#N/A,#N/A,450000,42306117,38212214,36569330,500000,44826873,42367593,40390168,550000,47329943,46345300,44166206,600000,51505652,48312121,47949814,650000,52800000,49127987,49316834,700000,52800000,49309840,49316834,750000,52800000,49309840,49316834,800000,52800000,49309840,49316834,14600000,31800000,52800000
11/07/2021,0,0,#N/A,#N/A,450000,42726117,38212214,36601232,500000,45246873,42367593,40424571,550000,47749943,46345300,44203109,600000,51516714,48901059,47982641,650000,52800000,49766925,49346668,700000,52800000,49990814,49346668,750000,52800000,49990814,49346668,800000,52800000,49990814,49346668,14600000,31800000,52800000
12/07/2021,0,0,#N/A,#N/A,450000,43146117,38212214,36633135,500000,45666873,42367593,40458974,550000,48169943,46345300,44240011,600000,51527776,49489997,48022044,650000,52800000,50405863,49376702,700000,52800000,50675803,49376702,750000,52800000,50675803,49376702,800000,52800000,50675803,49376702,14600000,31800000,52800000
13/07/2021,0,0,#N/A,#N/A,450000,43566117,38212214,36665037,500000,46086873,42367593,40493376,550000,48589943,46345300,44276914,600000,51538838,50078935,48061447,650000,52800000,51044801,49406937,700000,52800000,51364806,49406937,750000,52800000,51364806,49406937,800000,52800000,51364806,49406937,14600000,31800000,52800000
14/07/2021,0,0,#N/A,#N/A,450000,43986117,38212214,36696940,500000,46506873,42367593,40527779,550000,49009943,46345300,44313816,600000,51549900,50667873,48100849,650000,52800000,51683739,49437373,700000,52800000,52057823,49437373,750000,52800000,52057823,49437373,800000,52800000,52057823,49437373,14600000,31800000,52800000
15/07/2021,0,0,#N/A,#N/A,450000,44406117,38212214,36728842,500000,46926873,42367593,40562181,550000,49429943,46345300,44350719,600000,51560962,50667873,48140252,650000,52800000,52322677,49468010,700000,52800000,52754855,49468010,750000,52800000,52754855,49468010,800000,52800000,52754855,49468010,14600000,31800000,52800000
16/07/2021,0,0,#N/A,#N/A,450000,44826117,38212214,36760745,500000,47346873,42367593,40596584,550000,49849943,46345300,44387622,600000,51980962,50667873,48179654,650000,52800000,52800000,49498847,700000,52800000,52800000,49498847,750000,52800000,52800000,49498847,800000,52800000,52800000,49498847,14600000,31800000,52800000
17/07/2021,0,0,#N/A,#N/A,450000,45246117,38212214,36792648,500000,47766873,42367593,40630987,550000,50269943,46345300,44424524,600000,52400962,50667873,48219057,650000,52800000,52800000,49529885,700000,52800000,52800000,49529885,750000,52800000,52800000,49529885,800000,52800000,52800000,49529885,14600000,31800000,52800000
18/07/2021,0,0,#N/A,#N/A,450000,45666117,38212214,36824550,500000,48186873,42367593,40665389,550000,50689943,46345300,44461427,600000,52800000,50667873,48258460,650000,52800000,52800000,49561124,700000,52800000,52800000,49561124,750000,52800000,52800000,49561124,800000,52800000,52800000,49561124,14600000,31800000,52800000
19/07/2021,0,0,#N/A,#N/A,450000,46086117,38212214,36856453,500000,48606873,42367593,40699792,550000,51109943,46345300,44498329,600000,52800000,50667873,48297862,650000,52800000,52800000,49592563,700000,52800000,52800000,49592563,750000,52800000,52800000,49592563,800000,52800000,52800000,49592563,14600000,31800000,52800000
20/07/2021,0,0,#N/A,#N/A,450000,46506117,38212214,36888355,500000,49026873,42367593,40734194,550000,51529943,46345300,44535232,600000,52800000,50667873,48337265,650000,52800000,52800000,49624203,700000,52800000,52800000,49624203,750000,52800000,52800000,49624203,800000,52800000,52800000,49624203,14600000,31800000,52800000
21/07/2021,0,0,#N/A,#N/A,450000,46926117,38212214,36920258,500000,49446873,42367593,40768597,550000,51949943,46345300,44572134,600000,52800000,50667873,48376667,650000,52800000,52800000,49656044,700000,52800000,52800000,49656044,750000,52800000,52800000,49656044,800000,52800000,52800000,49656044,14600000,31800000,52800000
22/07/2021,0,0,#N/A,#N/A,450000,47346117,38212214,36952160,500000,49866873,42367593,40802999,550000,52369943,46345300,44609037,600000,52800000,50667873,48416070,650000,52800000,52800000,49688086,700000,52800000,52800000,49688086,750000,52800000,52800000,49688086,800000,52800000,52800000,49688086,14600000,31800000,52800000
23/07/2021,0,0,#N/A,#N/A,450000,47766117,38212214,36962116,500000,50286873,42367593,40837402,550000,52789943,46345300,44645940,600000,52800000,50667873,48455472,650000,52800000,52800000,49720328,700000,52800000,52800000,49720328,750000,52800000,52800000,49720328,800000,52800000,52800000,49720328,14600000,31800000,52800000
24/07/2021,0,0,#N/A,#N/A,450000,48186117,38632214,37340116,500000,50706873,42367593,40871805,550000,52800000,46345300,44682842,600000,52800000,50667873,48494875,650000,52800000,52800000,49752771,700000,52800000,52800000,49752771,750000,52800000,52800000,49752771,800000,52800000,52800000,49752771,14600000,31800000,52800000
25/07/2021,0,0,#N/A,#N/A,450000,48606117,39052214,37718116,500000,51126873,42367593,40906207,550000,52800000,46345300,44719745,600000,52800000,50667873,48534278,650000,52800000,52800000,49784718,700000,52800000,52800000,49785415,750000,52800000,52800000,49785415,800000,52800000,52800000,49785415,14600000,31800000,52800000
26/07/2021,0,0,#N/A,#N/A,450000,49026117,39472214,38096116,500000,51546873,42367593,40940610,550000,52800000,46345300,44756647,600000,52800000,50667873,48573680,650000,52800000,52800000,49816665,700000,52800000,52800000,49818259,750000,52800000,52800000,49818259,800000,52800000,52800000,49818259,14600000,31800000,52800000
27/07/2021,0,0,#N/A,#N/A,450000,49446117,39892214,38474116,500000,51966873,42367593,40950565,550000,52800000,46345300,44793550,600000,52800000,50667873,48613083,650000,52800000,52800000,49848612,700000,52800000,52800000,49851304,750000,52800000,52800000,49851304,800000,52800000,52800000,49851304,14600000,31800000,52800000
28/07/2021,0,0,#N/A,#N/A,450000,49866117,40312214,38852116,500000,52386873,42787593,41328565,550000,52800000,46345300,44830453,600000,52800000,50667873,48652485,650000,52800000,52800000,49880559,700000,52800000,52800000,49884550,750000,52800000,52800000,49884550,800000,52800000,52800000,49884550,14600000,31800000,52800000
29/07/2021,0,0,#N/A,#N/A,450000,50286117,40732214,39230116,500000,52800000,43207593,41706565,550000,52800000,46345300,44867355,600000,52800000,50667873,48691888,650000,52800000,52800000,49912506,700000,52800000,52800000,49917997,750000,52800000,52800000,49917997,800000,52800000,52800000,49917997,14600000,31800000,52800000
30/07/2021,0,0,#N/A,#N/A,450000,50706117,41152214,39608116,500000,52800000,43627593,42084565,550000,52800000,46345300,44904258,600000,52800000,50667873,48731290,650000,52800000,52800000,49944452,700000,52800000,52800000,49951644,750000,52800000,52800000,49951644,800000,52800000,52800000,49951644,14600000,31800000,52800000
31/07/2021,0,0,#N/A,#N/A,450000,51126117,41572214,39986116,500000,52800000,44047593,42462565,550000,52800000,46345300,44914213,600000,52800000,50667873,48770693,650000,52800000,52800000,49976399,700000,52800000,52800000,49985492,750000,52800000,52800000,49985492,800000,52800000,52800000,49985492,14600000,31800000,52800000
01/08/2021,0,0,#N/A,#N/A,450000,51546117,41992214,40364116,500000,52800000,44467593,42840565,550000,52800000,46765300,45292213,600000,52800000,50667873,48810096,650000,52800000,52800000,50008346,700000,52800000,52800000,50019541,750000,52800000,52800000,50019541,800000,52800000,52800000,50019541,14600000,31800000,52800000
02/08/2021,0,0,#N/A,#N/A,450000,51966117,42412214,40742116,500000,52800000,44887593,43218565,550000,52800000,47185300,45670213,600000,52800000,50667873,48849498,650000,52800000,52800000,50040293,700000,52800000,52800000,50053790,750000,52800000,52800000,50053790,800000,52800000,52800000,50053790,14600000,31800000,52800000
03/08/2021,0,0,#N/A,#N/A,450000,52386117,42832214,41120116,500000,52800000,45307593,43596565,550000,52800000,47605300,46048213,600000,52800000,50667873,48888901,650000,52800000,52800000,50072240,700000,52800000,52800000,50088240,750000,52800000,52800000,50088240,800000,52800000,52800000,50088240,14600000,31800000,52800000
04/08/2021,0,0,#N/A,#N/A,450000,52800000,43252214,41498116,500000,52800000,45727593,43974565,550000,52800000,48025300,46426213,600000,52800000,50667873,48928303,650000,52800000,52800000,50104187,700000,52800000,52800000,50122891,750000,52800000,52800000,50122891,800000,52800000,52800000,50122891,14600000,31800000,52800000
05/08/2021,0,0,#N/A,#N/A,450000,52800000,43672214,41876116,500000,52800000,46147593,44352565,550000,52800000,48445300,46804213,600000,52800000,50667873,48938259,650000,52800000,52800000,50136134,700000,52800000,52800000,50157743,750000,52800000,52800000,50157743,800000,52800000,52800000,50157743,14600000,31800000,52800000
06/08/2021,0,0,#N/A,#N/A,450000,52800000,44092214,42254116,500000,52800000,46567593,44730565,550000,52800000,48865300,47182213,600000,52800000,51087873,49316259,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
07/08/2021,0,0,#N/A,#N/A,450000,52800000,44512214,42632116,500000,52800000,46987593,45108565,550000,52800000,49285300,47560213,600000,52800000,51507873,49694259,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
08/08/2021,0,0,#N/A,#N/A,450000,52800000,44932214,43010116,500000,52800000,47407593,45486565,550000,52800000,49705300,47938213,600000,52800000,51927873,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
09/08/2021,0,0,#N/A,#N/A,450000,52800000,45352214,43388116,500000,52800000,47827593,45864565,550000,52800000,50125300,48316213,600000,52800000,52347873,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
10/08/2021,0,0,#N/A,#N/A,450000,52800000,45772214,43766116,500000,52800000,48247593,46242565,550000,52800000,50545300,48694213,600000,52800000,52767873,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
11/08/2021,0,0,#N/A,#N/A,450000,52800000,46192214,44144116,500000,52800000,48667593,46620565,550000,52800000,50965300,49072213,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
12/08/2021,0,0,#N/A,#N/A,450000,52800000,46612214,44522116,500000,52800000,49087593,46998565,550000,52800000,51385300,49450213,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
13/08/2021,0,0,#N/A,#N/A,450000,52800000,47032214,44900116,500000,52800000,49507593,47376565,550000,52800000,51805300,49828213,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
14/08/2021,0,0,#N/A,#N/A,450000,52800000,47452214,45299116,500000,52800000,49927593,47754565,550000,52800000,52225300,49837265,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
15/08/2021,0,0,#N/A,#N/A,450000,52800000,47872214,45698116,500000,52800000,50347593,48132565,550000,52800000,52645300,49837265,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
16/08/2021,0,0,#N/A,#N/A,450000,52800000,48292214,46097116,500000,52800000,50767593,48510565,550000,52800000,52800000,49837265,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
17/08/2021,0,0,#N/A,#N/A,450000,52800000,48712214,46496116,500000,52800000,51187593,48888565,550000,52800000,52800000,49837265,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
18/08/2021,0,0,#N/A,#N/A,450000,52800000,49132214,46895116,500000,52800000,51607593,49287565,550000,52800000,52800000,49837265,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
19/08/2021,0,0,#N/A,#N/A,450000,52800000,49552214,47294116,500000,52800000,52027593,49680380,550000,52800000,52800000,49837265,600000,52800000,52800000,50053394,650000,52800000,52800000,50160000,700000,52800000,52800000,50160000,750000,52800000,52800000,50160000,800000,52800000,52800000,50160000,14600000,31800000,52800000
